PROJECT	FILE	LINE NUMBER	HANDLER ID	HANDLED EXCEPTION	EXCEPTION TYPE	EXCEPTION ORIGIN	AUTOCOMPLETE	EMPTY
square leakcanary	D:\Desenvolvimento\Projetos Github\running\square leakcanary\leakcanary-analyzer\src\main\java\com\squareup\leakcanary\HeapAnalyzer.java	94	15	java.lang.Throwable	Checked	Java	false	false
square leakcanary	D:\Desenvolvimento\Projetos Github\running\square leakcanary\leakcanary-analyzer\src\main\java\com\squareup\leakcanary\HeapAnalyzer.java	125	16	java.lang.Throwable	Checked	Java	false	false
square leakcanary	D:\Desenvolvimento\Projetos Github\running\square leakcanary\leakcanary-analyzer\src\main\java\com\squareup\leakcanary\HeapAnalyzer.java	318	17	java.lang.ClassNotFoundException	Checked	Java	false	true
square picasso	D:\Desenvolvimento\Projetos Github\running\square picasso\picasso-sample\src\main\java\com\example\picasso\GrayscaleTransformation.java	47	1	java.io.IOException	Checked	Java	false	false
square picasso	D:\Desenvolvimento\Projetos Github\running\square picasso\picasso\src\main\java\com\squareup\picasso\BitmapHunter.java	182	2	com.squareup.picasso.NetworkRequestHandler.ResponseException	Checked	System	false	false
square picasso	D:\Desenvolvimento\Projetos Github\running\square picasso\picasso\src\main\java\com\squareup\picasso\BitmapHunter.java	187	3	java.io.IOException	Checked	Java	false	false
square picasso	D:\Desenvolvimento\Projetos Github\running\square picasso\picasso\src\main\java\com\squareup\picasso\BitmapHunter.java	190	4	java.lang.OutOfMemoryError	Error	Java	false	false
square picasso	D:\Desenvolvimento\Projetos Github\running\square picasso\picasso\src\main\java\com\squareup\picasso\BitmapHunter.java	195	5	java.lang.Exception	Checked	Java	false	false
square picasso	D:\Desenvolvimento\Projetos Github\running\square picasso\picasso\src\main\java\com\squareup\picasso\BitmapHunter.java	234	6	java.io.IOException	Checked	Java	false	true
square picasso	D:\Desenvolvimento\Projetos Github\running\square picasso\picasso\src\main\java\com\squareup\picasso\BitmapHunter.java	446	7	java.lang.RuntimeException	Unchecked	Java	false	false
square picasso	D:\Desenvolvimento\Projetos Github\running\square picasso\picasso\src\main\java\com\squareup\picasso\MarkableInputStream.java	96	8	java.io.IOException	Checked	Java	false	false
square picasso	D:\Desenvolvimento\Projetos Github\running\square picasso\picasso\src\main\java\com\squareup\picasso\MediaStoreRequestHandler.java	116	9	java.lang.RuntimeException	Unchecked	Java	false	false
square picasso	D:\Desenvolvimento\Projetos Github\running\square picasso\picasso\src\main\java\com\squareup\picasso\OkHttp3Downloader.java	98	10	java.io.IOException	Checked	Java	false	true
square picasso	D:\Desenvolvimento\Projetos Github\running\square picasso\picasso\src\main\java\com\squareup\picasso\Picasso.java	640	11	java.lang.InterruptedException	Checked	Java	false	false
square picasso	D:\Desenvolvimento\Projetos Github\running\square picasso\picasso\src\main\java\com\squareup\picasso\Picasso.java	642	12	java.lang.Exception	Checked	Java	false	false
square picasso	D:\Desenvolvimento\Projetos Github\running\square picasso\picasso\src\main\java\com\squareup\picasso\Utils.java	235	13	java.lang.IllegalArgumentException	Unchecked	Java	false	true
square picasso	D:\Desenvolvimento\Projetos Github\running\square picasso\picasso\src\main\java\com\squareup\picasso\Utils.java	258	14	java.lang.NullPointerException	Unchecked	Java	false	false
square picasso	D:\Desenvolvimento\Projetos Github\running\square picasso\picasso\src\main\java\com\squareup\picasso\Utils.java	262	15	java.lang.SecurityException	Unchecked	Java	false	false
square picasso	D:\Desenvolvimento\Projetos Github\running\square picasso\picasso\src\main\java\com\squareup\picasso\Utils.java	297	16	java.lang.NumberFormatException	Unchecked	Java	false	false
square picasso	D:\Desenvolvimento\Projetos Github\running\square picasso\picasso\src\main\java\com\squareup\picasso\Utils.java	321	17	android.content.pm.PackageManager.NameNotFoundException	Checked	Android	false	false
umano AndroidSlidingUpPanel	D:\Desenvolvimento\Projetos Github\running\umano AndroidSlidingUpPanel\library\src\main\java\com\sothree\slidinguppanel\SlidingUpPanelLayout.java	949	1	java.lang.Exception	Checked	Java	false	false
Yalantis uCrop	D:\Desenvolvimento\Projetos Github\running\Yalantis uCrop\ucrop\src\main\java\com\yalantis\ucrop\util\BitmapLoadUtils.java	46	1	java.lang.OutOfMemoryError	Error	Java	false	false
Yalantis uCrop	D:\Desenvolvimento\Projetos Github\running\Yalantis uCrop\ucrop\src\main\java\com\yalantis\ucrop\util\BitmapLoadUtils.java	77	2	java.io.IOException	Checked	Java	false	false
Yalantis uCrop	D:\Desenvolvimento\Projetos Github\running\Yalantis uCrop\ucrop\src\main\java\com\yalantis\ucrop\util\BitmapLoadUtils.java	167	3	java.io.IOException	Checked	Java	false	true
Yalantis uCrop	D:\Desenvolvimento\Projetos Github\running\Yalantis uCrop\ucrop\src\main\java\com\yalantis\ucrop\util\EglUtils.java	34	4	java.lang.Exception	Checked	Java	false	false
Yalantis uCrop	D:\Desenvolvimento\Projetos Github\running\Yalantis uCrop\ucrop\src\main\java\com\yalantis\ucrop\util\FileUtils.java	115	5	java.lang.IllegalArgumentException	Unchecked	Java	false	false
Yalantis uCrop	D:\Desenvolvimento\Projetos Github\running\Yalantis uCrop\ucrop\src\main\java\com\yalantis\ucrop\util\ImageHeaderParser.java	419	6	java.io.IOException	Checked	Java	false	false
Yalantis uCrop	D:\Desenvolvimento\Projetos Github\running\Yalantis uCrop\ucrop\src\main\java\com\yalantis\ucrop\task\BitmapCropTask.java	93	7	java.lang.Throwable	Checked	Java	false	false
Yalantis uCrop	D:\Desenvolvimento\Projetos Github\running\Yalantis uCrop\ucrop\src\main\java\com\yalantis\ucrop\task\BitmapLoadTask.java	94	8	java.lang.NullPointerException	Unchecked	Java	false	false
Yalantis uCrop	D:\Desenvolvimento\Projetos Github\running\Yalantis uCrop\ucrop\src\main\java\com\yalantis\ucrop\task\BitmapLoadTask.java	94	8	java.io.IOException	Checked	Java	false	false
Yalantis uCrop	D:\Desenvolvimento\Projetos Github\running\Yalantis uCrop\ucrop\src\main\java\com\yalantis\ucrop\task\BitmapLoadTask.java	101	9	java.io.FileNotFoundException	Checked	Java	false	false
Yalantis uCrop	D:\Desenvolvimento\Projetos Github\running\Yalantis uCrop\ucrop\src\main\java\com\yalantis\ucrop\task\BitmapLoadTask.java	129	10	java.lang.OutOfMemoryError	Error	Java	false	false
Yalantis uCrop	D:\Desenvolvimento\Projetos Github\running\Yalantis uCrop\ucrop\src\main\java\com\yalantis\ucrop\task\BitmapLoadTask.java	180	11	java.lang.NullPointerException	Unchecked	Java	false	false
Yalantis uCrop	D:\Desenvolvimento\Projetos Github\running\Yalantis uCrop\ucrop\src\main\java\com\yalantis\ucrop\task\BitmapLoadTask.java	180	11	java.io.IOException	Checked	Java	false	false
Yalantis uCrop	D:\Desenvolvimento\Projetos Github\running\Yalantis uCrop\ucrop\src\main\java\com\yalantis\ucrop\task\BitmapLoadTask.java	169	12	java.lang.NullPointerException	Unchecked	Java	false	false
Yalantis uCrop	D:\Desenvolvimento\Projetos Github\running\Yalantis uCrop\ucrop\src\main\java\com\yalantis\ucrop\task\BitmapLoadTask.java	169	12	java.io.IOException	Checked	Java	false	false
Yalantis uCrop	D:\Desenvolvimento\Projetos Github\running\Yalantis uCrop\sample\src\main\java\com\yalantis\ucrop\sample\ResultActivity.java	63	13	java.lang.Exception	Checked	Java	false	false
Yalantis uCrop	D:\Desenvolvimento\Projetos Github\running\Yalantis uCrop\sample\src\main\java\com\yalantis\ucrop\sample\ResultActivity.java	124	14	java.lang.Exception	Checked	Java	false	false
Yalantis uCrop	D:\Desenvolvimento\Projetos Github\running\Yalantis uCrop\sample\src\main\java\com\yalantis\ucrop\sample\SampleActivity.java	230	15	java.lang.NumberFormatException	Unchecked	Java	false	false
Yalantis uCrop	D:\Desenvolvimento\Projetos Github\running\Yalantis uCrop\sample\src\main\java\com\yalantis\ucrop\sample\SampleActivity.java	243	16	java.lang.NumberFormatException	Unchecked	Java	false	false
81813780 AVLoadingIndicatorView	D:\Desenvolvimento\Projetos Github\running\81813780 AVLoadingIndicatorView\library\src\main\java\com\wang\avi\AVLoadingIndicatorView.java	176	1	java.lang.ClassNotFoundException	Checked	Java	false	false
81813780 AVLoadingIndicatorView	D:\Desenvolvimento\Projetos Github\running\81813780 AVLoadingIndicatorView\library\src\main\java\com\wang\avi\AVLoadingIndicatorView.java	178	2	java.lang.InstantiationException	Checked	Java	true	false
81813780 AVLoadingIndicatorView	D:\Desenvolvimento\Projetos Github\running\81813780 AVLoadingIndicatorView\library\src\main\java\com\wang\avi\AVLoadingIndicatorView.java	180	3	java.lang.IllegalAccessException	Checked	Java	true	false
afollestad material-dialogs	D:\Desenvolvimento\Projetos Github\running\afollestad material-dialogs\core\src\main\java\com\afollestad\materialdialogs\MaterialDialog.java	465	1	android.view.WindowManager.BadTokenException	Unchecked	Android	false	false
afollestad material-dialogs	D:\Desenvolvimento\Projetos Github\running\afollestad material-dialogs\core\src\main\java\com\afollestad\materialdialogs\MaterialDialog.java	1234	2	java.lang.Throwable	Checked	Java	false	true
afollestad material-dialogs	D:\Desenvolvimento\Projetos Github\running\afollestad material-dialogs\core\src\main\java\com\afollestad\materialdialogs\MaterialDialog.java	1244	3	java.lang.Throwable	Checked	Java	false	false
afollestad material-dialogs	D:\Desenvolvimento\Projetos Github\running\afollestad material-dialogs\core\src\main\java\com\afollestad\materialdialogs\MaterialDialog.java	1251	4	java.lang.Throwable	Checked	Java	false	false
afollestad material-dialogs	D:\Desenvolvimento\Projetos Github\running\afollestad material-dialogs\core\src\main\java\com\afollestad\materialdialogs\util\TypefaceHelper.java	38	5	java.lang.RuntimeException	Unchecked	Java	false	false
afollestad material-dialogs	D:\Desenvolvimento\Projetos Github\running\afollestad material-dialogs\core\src\main\java\com\afollestad\materialdialogs\internal\MDTintHelper.java	191	6	java.lang.NoSuchFieldException	Checked	Java	false	false
afollestad material-dialogs	D:\Desenvolvimento\Projetos Github\running\afollestad material-dialogs\core\src\main\java\com\afollestad\materialdialogs\internal\MDTintHelper.java	194	7	java.lang.Exception	Checked	Java	false	false
afollestad material-dialogs	D:\Desenvolvimento\Projetos Github\running\afollestad material-dialogs\commons\src\main\java\com\afollestad\materialdialogs\prefs\PrefUtil.java	60	8	java.lang.Exception	Checked	Java	false	true
afollestad material-dialogs	D:\Desenvolvimento\Projetos Github\running\afollestad material-dialogs\commons\src\main\java\com\afollestad\materialdialogs\prefs\PrefUtil.java	76	9	java.lang.Exception	Checked	Java	false	true
airbnb lottie-android	D:\Desenvolvimento\Projetos Github\running\airbnb lottie-android\LottieSample\src\androidTest\java\com\airbnb\lottie\TestRobot.java	103	1	java.lang.InterruptedException	Checked	Java	false	true
airbnb lottie-android	D:\Desenvolvimento\Projetos Github\running\airbnb lottie-android\lottie\src\main\java\com\airbnb\lottie\GradientFill.java	92	2	org.json.JSONException	Checked	Library	false	true
airbnb lottie-android	D:\Desenvolvimento\Projetos Github\running\airbnb lottie-android\lottie\src\main\java\com\airbnb\lottie\ImageAssetManager.java	77	3	java.io.IOException	Checked	Java	false	false
airbnb lottie-android	D:\Desenvolvimento\Projetos Github\running\airbnb lottie-android\lottie\src\main\java\com\airbnb\lottie\LottieComposition.java	174	4	java.io.IOException	Checked	Java	false	false
airbnb lottie-android	D:\Desenvolvimento\Projetos Github\running\airbnb lottie-android\lottie\src\main\java\com\airbnb\lottie\LottieComposition.java	198	5	java.io.IOException	Checked	Java	false	false
airbnb lottie-android	D:\Desenvolvimento\Projetos Github\running\airbnb lottie-android\lottie\src\main\java\com\airbnb\lottie\LottieComposition.java	227	6	java.io.IOException	Checked	Java	false	false
airbnb lottie-android	D:\Desenvolvimento\Projetos Github\running\airbnb lottie-android\lottie\src\main\java\com\airbnb\lottie\LottieComposition.java	230	7	org.json.JSONException	Checked	Library	false	false
airbnb lottie-android	D:\Desenvolvimento\Projetos Github\running\airbnb lottie-android\lottie\src\main\java\com\airbnb\lottie\Utils.java	43	8	java.lang.RuntimeException	Unchecked	Java	false	false
airbnb lottie-android	D:\Desenvolvimento\Projetos Github\running\airbnb lottie-android\lottie\src\main\java\com\airbnb\lottie\Utils.java	45	9	java.lang.Exception	Checked	Java	false	true
airbnb lottie-react-native	D:\Desenvolvimento\Projetos Github\running\airbnb lottie-react-native\lib\android\src\main\java\com\airbnb\android\react\lottie\JSONReadableArray.java	158	1	org.json.JSONException	Checked	Library	false	false
airbnb lottie-react-native	D:\Desenvolvimento\Projetos Github\running\airbnb lottie-react-native\lib\android\src\main\java\com\airbnb\android\react\lottie\JSONReadableArray.java	173	2	org.json.JSONException	Checked	Library	false	false
airbnb lottie-react-native	D:\Desenvolvimento\Projetos Github\running\airbnb lottie-react-native\lib\android\src\main\java\com\airbnb\android\react\lottie\JSONReadableArray.java	190	3	org.json.JSONException	Checked	Library	false	false
airbnb lottie-react-native	D:\Desenvolvimento\Projetos Github\running\airbnb lottie-react-native\lib\android\src\main\java\com\airbnb\android\react\lottie\JSONReadableArray.java	207	4	org.json.JSONException	Checked	Library	false	false
airbnb lottie-react-native	D:\Desenvolvimento\Projetos Github\running\airbnb lottie-react-native\lib\android\src\main\java\com\airbnb\android\react\lottie\JSONReadableArray.java	224	5	org.json.JSONException	Checked	Library	false	false
airbnb lottie-react-native	D:\Desenvolvimento\Projetos Github\running\airbnb lottie-react-native\lib\android\src\main\java\com\airbnb\android\react\lottie\JSONReadableArray.java	241	6	org.json.JSONException	Checked	Library	false	false
airbnb lottie-react-native	D:\Desenvolvimento\Projetos Github\running\airbnb lottie-react-native\lib\android\src\main\java\com\airbnb\android\react\lottie\JSONReadableArray.java	253	7	org.json.JSONException	Checked	Library	false	false
airbnb lottie-react-native	D:\Desenvolvimento\Projetos Github\running\airbnb lottie-react-native\lib\android\src\main\java\com\airbnb\android\react\lottie\JSONReadableArray.java	265	8	org.json.JSONException	Checked	Library	false	false
airbnb lottie-react-native	D:\Desenvolvimento\Projetos Github\running\airbnb lottie-react-native\lib\android\src\main\java\com\airbnb\android\react\lottie\JSONReadableArray.java	284	9	java.lang.RuntimeException	Unchecked	Java	false	false
airbnb lottie-react-native	D:\Desenvolvimento\Projetos Github\running\airbnb lottie-react-native\lib\android\src\main\java\com\airbnb\android\react\lottie\JSONReadableArray.java	297	10	java.lang.RuntimeException	Unchecked	Java	false	false
airbnb lottie-react-native	D:\Desenvolvimento\Projetos Github\running\airbnb lottie-react-native\lib\android\src\main\java\com\airbnb\android\react\lottie\JSONReadableArray.java	310	11	java.lang.RuntimeException	Unchecked	Java	false	false
airbnb lottie-react-native	D:\Desenvolvimento\Projetos Github\running\airbnb lottie-react-native\lib\android\src\main\java\com\airbnb\android\react\lottie\JSONReadableArray.java	323	12	java.lang.RuntimeException	Unchecked	Java	false	false
airbnb lottie-react-native	D:\Desenvolvimento\Projetos Github\running\airbnb lottie-react-native\lib\android\src\main\java\com\airbnb\android\react\lottie\JSONReadableArray.java	339	13	java.lang.RuntimeException	Unchecked	Java	false	false
airbnb lottie-react-native	D:\Desenvolvimento\Projetos Github\running\airbnb lottie-react-native\lib\android\src\main\java\com\airbnb\android\react\lottie\JSONReadableArray.java	355	14	java.lang.RuntimeException	Unchecked	Java	false	false
